index,prediction
126435,
126436,
126438,12.0 fluid ounces
126439,750 milliliters
126440,0.6 ounces
126442,16 fluid ounces
126443,8.11 ounces
126444,3.78 liters
126446,
126447,500 grams
126449,
126451,
126452,56.0 grams
126453,8.5 fluid ounces
126456,1.65 pounds
126457,18.6 fluid ounces
126459,
126461,1.5 kilograms
126462,300 pounds
126464,86.0 pounds
126466,275 pounds
126467,1.5 kilograms
126470,10.0 ounces
126471,385 milliliters
126473,15.0 pounds
126475,
126477,8 fluid ounces
126478,15.25 ounces
126479,
126480,3.4 fluid ounces
126482,
126483,
126487,100 grams
126490,500 milliliters
126491,35.0 pounds
126493,1.0 fluid ounce
126494,24.0 ounces
126495,3.0 pounds
126496,5.3 ounces
126497,500 grams
126498,0.21 ounces
126499,16.0 ounces
126500,1900 grams
126501,
126503,6 ounces
126504,
126505,1.0 pound
126506,
126507,0.7 fluid ounces
126510,0.5 kilograms
126511,
126512,500 grams
126513,500 grams
126514,355 milliliters
126515,1.5 kilograms
126517,0.1 kilograms
126518,1.8 pounds
126520,16.0 ounces
126521,4.8 pounds
126523,12.0 fluid ounces
126525,
126526,0.5 fluid ounces
126527,1 pound
126529,6.0 fluid ounces
126532,1.5 pounds
126533,1.75 kilograms
126534,12.0 fluid ounces
126535,
126536,1.5 kilograms
126537,
126538,
126539,12.0 fluid ounces
126540,2.5 ounces
126541,1.59 kilograms
126542,12.0 fluid ounces
126543,
126544,
126545,1.75 ounces
126547,18 fluid ounces
126549,11 pounds
126552,9.0 grams
126553,0.25 fluid ounces
126557,
126558,1.5 kilograms
126559,300 milliliters
126560,750 milliliters
126561,1.5 kilograms
126562,2.0 kilograms
126563,3.785 liters
126565,8.0 fluid ounces
126566,82.5 grams
126567,1.5 pounds
126568,
126569,12 fluid ounces
126570,
126571,
126573,20.0 ounces
126574,20 fluid ounces
126576,15 pounds
126577,209 pounds
126578,
126579,1.5 pounds
126582,10 pounds
126584,0.6 pounds
126585,9.0 ounces
126586,1.0 kilogram
126588,6 ounces
126589,
126590,500 milliliters
126591,32.0 fluid ounces
126592,
126594,1.5 kilograms
126595,1 gallon
126597,7.25 kilograms
126598,
126600,12.0 fluid ounces
126601,
126602,
126604,500 grams
126605,10.5 ounces
126606,1.0 kilogram
126607,1.0 ounce
126609,12 pounds
126610,1.5 kilograms
126611,24.0 ounces
126612,22.6 kilograms
126613,1 quart
126614,17.5 pounds
126617,450 pounds
126622,12.0 fluid ounces
126623,15.0 pounds
126624,8.5 ounces
126625,33.0 pounds
126626,
126628,2.04 liters
126629,1.5 pounds
126630,
126633,440 pounds
126634,
126635,500 milliliters
126636,20.0 fluid ounces
126637,
126640,
126641,8.5 ounces
126642,48.0 fluid ounces
126643,11.5 fluid ounces
126644,5.5 ounces
126645,1.5 kilograms
126646,0.20 fluid ounces
126647,
126648,
126650,350.0 pounds
126651,1.5 kilograms
126653,35 grams
126655,
126656,
126661,250.0 pounds
126662,
126665,220.0 pounds
126666,
126667,3.78 liters
126668,
126670,
126672,16 fluid ounces
126673,1.5 kilograms
126674,12.0 milliliters
126675,1.5 kilograms
126676,12.0 ounces
126677,4.73 liters
126680,15.6 pounds
126681,
126682,2.0 pounds
126685,
126686,
126687,9.75 ounces
126688,1.5 kilograms
126690,
126692,2.0 fluid ounces
126694,8.1 fluid ounces
126697,4.5 pounds
126699,2000 grams
126700,
126702,5.6 ounces
126703,16.9 fluid ounces
126704,
126705,1.0 pound
126706,5.3 ounces
126708,45.0 kilograms
126709,156.53 pounds
126710,4.8 pounds
126711,10.0 fluid ounces
126714,10.4 pounds
126715,10 ounces
126716,500 grams
126717,1.5 pounds
126718,6.0 fluid ounces
126721,2.2 kilograms
126722,3.5 pounds
126723,
126724,12.0 ounces
126725,16.0 grams
126727,5.07 pounds
126729,11.0 milliliters
126730,157.7 pounds
126731,
126735,600 pounds
126737,1.5 kilograms
126739,4.11 fluid ounces
126740,
126741,0.5 pounds
126743,1.5 kilograms
126744,
126746,22 pounds
126748,28.0 ounces
126749,24.0 pounds
126751,
126752,50.0 grams
126754,750 milliliters
126755,28.0 grams
126756,5.0 ounces
126757,45 pounds
126759,
126760,
126761,10.0 ounces
126762,
126764,3.5 ounces
126765,
126766,946 milliliters
126768,5.0 pounds
126769,2.0 pounds
126770,
126772,
126775,15.0 ounces
126776,750 milliliters
126777,20.0 milliliters
126779,10.0 pounds
126780,430 grams
126782,1.5 kilograms
126783,12.0 fluid ounces
126784,7.7 kilograms
126786,14 fluid ounces
126787,200 milliliters
126789,250 pounds
126790,3.6 pounds
126791,11.0 ounces
126792,
126793,
126794,16.0 fluid ounces
126795,33.8 fluid ounces
126796,28.0 kilograms
126797,330 pounds
126801,39 pounds
126802,32.0 fluid ounces
126803,5.0 ounces
126804,70.0 milliliters
126805,0.5 pounds
126807,
126809,1141 grams
126810,2.2 pounds
126811,1 quart
126812,
126813,16 grams
126816,5.0 pounds
126817,
126818,3.0 pounds
126819,
126820,
126821,12.0 fluid ounces
126822,
126823,1.5 kilograms
126824,2.64 pounds
126825,89 grams
126826,
126827,
126828,0.5 kilograms
126829,6.0 fluid ounces
126830,10.0 pounds
126831,
126833,5 pounds
126835,6.35 ounces
126836,473 milliliters
126838,1.5 kilograms
126840,8.0 pounds
126844,
126845,
126846,560 grams
126848,1.5 kilograms
126849,80.0 grams
126851,
126854,1.5 kilograms
126855,1.0 liter
126857,121 pounds
126858,1.0 liter
126859,
126860,32 ounces
126861,24.0 fluid ounces
126862,1.5 kilograms
126863,6 pounds
126864,211 pounds
126867,
126868,
126870,
126871,1.5 kilograms
126872,2.0 kilograms
126874,12.0 fluid ounces
126876,300 pounds
126877,1.38 ounces
126878,500 grams
126880,
126882,80 grams
126883,
126885,
126886,530 pounds
126888,2.2 pounds
126889,12.0 pounds
126890,
126891,16 ounces
126892,45.0 ounces
126894,
126895,0.66 pounds
126898,0.5 kilograms
126901,
126902,
126903,750 milliliters
126905,
126907,
126909,11.15 fluid ounces
126910,0.0 grams
126911,
126912,16 fluid ounces
126914,6.0 ounces
126915,
126916,750 milliliters
126917,14.33 pounds
126919,3.4 pounds
126920,3.6 pounds
126922,473 milliliters
126923,16.75 pounds
126925,
126926,106 grams
126927,
126928,16.9 fluid ounces
126929,2.0 ounces
126930,
126931,
126932,100 grams
126933,500 grams
126935,
126937,
126938,250 milliliters
126940,16.9 fluid ounces
126941,16 ounces
126942,12 fluid ounces
126944,
126945,20.0 kilograms
126946,16 ounces
126947,32 pounds
126948,0.0 grams
126949,70 pounds
126950,1.9 pounds
126951,1.5 pounds
126952,10.0 milliliters
126953,12.0 fluid ounces
126955,
126957,0.43 fluid ounces
126958,3.0 ounces
126959,
126960,
126962,
126963,10.0 pounds
126965,3.5 kilograms
126969,1.5 kilograms
126970,454.0 grams
126971,8.0 fluid ounces
126972,11.5 fluid ounces
126974,
126975,12.0 fluid ounces
126976,20.0 kilograms
126977,
126979,
126980,750 milliliters
126982,
126983,
126985,
126986,8.0 ounces
126987,946 milliliters
126988,17.0 fluid ounces
126989,340 grams
126992,
126993,500 grams
126994,1.0 quart
126995,1.0 kilogram
126996,0.2 kilograms
126997,95.0 grams
126998,17.0 pounds
127001,8.6 ounces
127002,2.54 pounds
127004,250 milliliters
127006,385 milliliters
127007,2.7 kilograms
127008,11.0 fluid ounces
127010,38.5 ounces
127011,600 grams
127013,80 grams
127015,2.54 pounds
127016,0.3 kilograms
127017,3.72 pounds
127018,24.2 grams
127020,11 fluid ounces
127021,11.0 ounces
127024,1.5 kilograms
127026,11.5 fluid ounces
127027,4.31 liters
127030,337 grams
127031,2.0 fluid ounces
127032,3.5 kilograms
127035,3.7 pounds
127036,8.8 ounces
127037,
127039,
127040,
127041,
127042,10 pounds
127043,8 pounds
127049,60 pounds
127050,32 fluid ounces
127051,10.0 ounces
127052,100 pounds
127053,1.62 ounces
127054,1.5 kilograms
127055,1.5 pounds
127056,
127059,
127060,198.8 fluid ounces
127061,16.6 pounds
127065,1.05 pounds
127066,0.5 kilograms
127068,10.0 grams
127070,14.5 pounds
127072,50 grams
127073,21 grams
127075,
127076,4.9 ounces
127077,5.5 pounds
127079,207 milliliters
127080,660 grams
127082,5 pounds
127083,28 grams
127084,
127085,1.5 kilograms
127086,93.92 pounds
127089,5.0 pounds
127090,0.1 ounces
127091,100 grams
127092,
127094,3.4 fluid ounces
127095,60 pounds
127097,34.0 pounds
127098,13.0 grams
127099,
127100,15.8 ounces
127101,
127102,
127104,88.0 pounds
127105,
127106,12.0 fluid ounces
127107,500 grams
127108,1.5 pounds
127109,355 milliliters
127110,1.5 kilograms
127113,
127116,22 milliliters
127117,32.0 ounces
127119,6 kilograms
127121,
127122,
127123,1.5 liters
127124,1.5 kilograms
127127,
127129,
127131,
127133,3.68 pounds
127134,
127135,15 milliliters
127136,652 grams
127138,
127140,
127141,
127144,290 pounds
127145,1.0 pound
127146,12.0 fluid ounces
127147,6.0 fluid ounces
127148,3.5 ounces
127149,27.8 ounces
127150,
127152,0.1 grams
127153,13.5 fluid ounces
127156,1.5 kilograms
127158,
127160,1.0 fluid ounce
127161,
127162,1.5 kilograms
127163,2 pounds
127165,0.0 grams
127167,
127168,16.9 fluid ounces
127169,0.31 ounces
127170,
127171,
127172,300 pounds
127174,19.0 pounds
127175,
127177,
127178,11.5 fluid ounces
127179,500 grams
127180,
127183,2.0 ounces
127184,0.2 kilograms
127185,
127187,0.5 kilograms
127188,5.6 ounces
127191,4.0 fluid ounces
127192,6.6 pounds
127193,1.5 pounds
127194,
127195,5.0 pounds
127196,6 kilograms
127198,23.0 pounds
127199,500 milliliters
127201,1.5 kilograms
127203,6 pounds
127204,250 milliliters
127205,0.22 kilograms
127206,16.0 ounces
127207,1.2 kilograms
127208,
127209,0.5 kilograms
127210,32.0 grams
127211,3.14 grams
127212,0.31 ounces
127213,
127214,15 ounces
127216,
127217,30 pounds
127218,
127221,16.0 kilograms
127222,4.0 fluid ounces
127224,500 milliliters
127225,750 pounds
127227,1 gallon
127229,
127230,
127231,14.0 pounds
127232,0.16 ounces
127233,25.4 fluid ounces
127234,
127235,560 grams
127236,40.0 pounds
127237,1.0 pound
127239,
127241,
127242,
127244,8.0 fluid ounces
127245,
127246,385 milliliters
127247,750 milliliters
127249,88 pounds
127250,3 liters
127252,
127253,120 kilograms
127255,250 kilograms
127257,
127258,671.0 pounds
127259,0.5 kilograms
127261,0.5 kilograms
127263,
127264,
127265,11 fluid ounces
127266,50.0 grams
127267,3.5 ounces
127268,500 grams
127271,
127275,0.9 pounds
127277,5.0 pounds
127278,16.0 fluid ounces
127279,
127280,2.22 pounds
127282,
127283,
127284,151 pounds
127285,19.6 pounds
127287,88.0 grams
127288,16 fluid ounces
127291,700 pounds
127292,
127293,1.0 kilogram
127294,1.25 pounds
127296,
127297,
127298,1.5 kilograms
127299,
127301,280 grams
127302,12.0 fluid ounces
127306,1.5 kilograms
127307,
127308,12.0 fluid ounces
127309,10.8 pounds
127310,15.0 ounces
127311,16.9 fluid ounces
127313,13.0 pounds
127316,18.0 pounds
127317,32.0 fluid ounces
127319,12.9 ounces
127320,1.4 ounces
127321,
127322,8 fluid ounces
127323,4.8 pounds
127325,8.0 fluid ounces
127326,12.0 fluid ounces
127329,24.0 pounds
127331,
127332,24.0 fluid ounces
127335,220 pounds
127336,32.0 fluid ounces
127337,
127338,16 fluid ounces
127339,1.0 kilogram
127340,9.1 pounds
127341,750 milliliters
127342,
127344,355 milliliters
127347,
127348,0.57 pounds
127350,1.5 kilograms
127353,21.0 ounces
127355,
127357,0.20 fluid ounces
127358,8.0 fluid ounces
127359,1 gallon
127361,100 grams
127363,
127364,4.4 pounds
127366,119 pounds
127367,6.0 pounds
127368,2.0 pounds
127369,15.0 pounds
127370,49.2 pounds
127371,13 fluid ounces
127372,5.0 ounces
127375,2.0 fluid ounces
127377,500 pounds
127378,6.7 fluid ounces
127379,1.0 fluid ounce
127380,
127381,
127382,
127384,500 grams
127385,
127387,
127388,200 milliliters
127389,
127390,
127391,250 milliliters
127393,10 fluid ounces
127394,4.0 ounces
127395,1.0 kilogram
127397,1.5 kilograms
127399,1.5 kilograms
127400,287 pounds
127402,436 grams
127404,1.5 kilograms
127405,7.93 pounds
127406,
127407,11.0 fluid ounces
127409,0.34 ounces
127410,2.5 pounds
127413,1.5 kilograms
127415,1.44 kilograms
127416,0.81 ounces
127417,1000 grams
127418,88.0 pounds
127420,1.0 pound
127421,
127422,
127423,
127425,4.0 ounces
127426,
127428,12 fluid ounces
127429,
127430,8.0 fluid ounces
127432,16.0 fluid ounces
127433,
127434,5.0 kilograms
127436,1.5 pounds
127437,4.61 pounds
127438,50.0 grams
127439,16.9 fluid ounces
127441,
127442,250 milliliters
127444,
127446,
127448,320 grams
127450,
127451,1 pound
127452,3.4 fluid ounces
127453,27.5 pounds
127454,1.0 ounce
127455,15 milliliters
127456,
127458,
127461,1.8 kilograms
127463,748 grams
127464,16.9 ounces
127465,16.9 ounces
127466,101.4 fluid ounces
127468,
127469,385 milliliters
127470,36.5 grams
127471,500 grams
127472,50 grams
127474,8.0 fluid ounces
127475,18 fluid ounces
127476,16 fluid ounces
127477,32.0 fluid ounces
127478,212 grams
127479,12.0 ounces
127480,18.0 kilograms
127481,355 milliliters
127483,750 pounds
127484,60 pounds
127485,0.1 grams
127486,64.0 ounces
127487,5 gallons
127488,220 pounds
127491,0.5 kilograms
127492,0.5 gallons
127493,
127496,1.5 kilograms
127499,0.17 ounces
127501,50.0 pounds
127502,23.5 kilograms
127503,14.0 kilograms
127505,220 kilograms
127506,1.5 pounds
127510,
127512,4.0 ounces
127513,
127514,
127516,
127517,6.0 pounds
127519,25.4 ounces
127522,600 grams
127524,290 pounds
127525,0.6 ounces
127527,89 grams
127528,180 milliliters
127529,330 milliliters
127530,1.5 pounds
127531,10.0 fluid ounces
127532,3.5 ounces
127533,50.0 grams
127534,4.0 kilograms
127535,
127537,10 milliliters
127538,16 fluid ounces
127539,9.7 grams
127541,
127545,
127546,
127548,24 fluid ounces
127549,2.0 pounds
127550,
127553,
127555,11.15 fluid ounces
127556,
127558,300 pounds
127560,0.55 pounds
127561,3.5 ounces
127562,
127563,3.5 pounds
127564,16 fluid ounces
127566,500 grams
127567,
127568,330 grams
127569,0.5 kilograms
127570,3.5 ounces
127571,32.0 fluid ounces
127572,
127574,1 quart
127575,100 milliliters
127577,
127578,10 milliliters
127579,273.2 grams
127580,5.0 pounds
127581,
127582,
127583,
127584,3.0 pounds
127587,5.0 pounds
127589,0.55 pounds
127590,15 pounds
127591,1.5 kilograms
127592,7.5 ounces
127593,1.5 pounds
127594,
127595,11.5 fluid ounces
127596,1.5 kilograms
127599,300.0 pounds
127600,750 milliliters
127601,10.21 ounces
127603,10.0 ounces
127604,50 grams
127605,200 grams
127607,1.5 pounds
127608,1.6 ounces
127609,0.5 kilograms
127610,110 pounds
127612,24.0 liters
127614,0.75 pounds
127615,32.0 ounces
127616,
127619,227 grams
127620,0.5 kilograms
127623,
127624,
127625,
127626,1.0 ounce
127628,5.0 pounds
127629,
127630,14.0 ounces
127631,
127633,8 fluid ounces
127634,
127637,1.3 kilograms
127638,
127639,1.5 kilograms
127640,1.5 kilograms
127641,8.0 fluid ounces
127642,0.5 pounds
127643,32.0 fluid ounces
127644,2.2 pounds
127645,100 milliliters
127646,8.0 fluid ounces
127647,12.0 fluid ounces
127649,1.5 kilograms
127652,350 grams
127654,1 ounce
127656,
127657,1 gallon
127658,12.0 fluid ounces
127660,1.5 kilograms
127662,
127663,
127664,
127665,
127666,3.9 pounds
127667,20 pounds
127668,64.00 ounces
127669,5 gallons
127670,
127672,1.5 pounds
127673,28.0 ounces
127674,3.0 milliliters
127675,11.3 kilograms
127676,
127677,
127678,1.5 pounds
127680,3.2 pounds
127681,10 pounds
127682,1.5 kilograms
127683,7.8 pounds
127686,12.0 fluid ounces
127687,1.5 kilograms
127689,1.0 quart
127690,23 pounds
127691,4.4 pounds
127693,
127694,2.5 pounds
127695,
127696,1.5 pounds
127698,1.5 kilograms
127699,12.0 fluid ounces
127700,0.15 kilograms
127701,
127702,
127703,
127704,20.0 milliliters
127705,1.36 kilograms
127706,1.4 ounces
127707,1 gallon
127708,
127709,12.0 fluid ounces
127710,155 grams
127711,1102 grams
127712,6.75 fluid ounces
127713,355 milliliters
127715,8.5 ounces
127719,3.4 kilograms
127720,35.0 pounds
127721,6 ounces
127722,
127724,22.9 ounces
127725,1.0 liter
127726,128 grams
127727,1.5 kilograms
127728,421 grams
127729,
127730,19 ounces
127731,1.5 kilograms
127732,52.0 grams
127733,32.0 fluid ounces
127734,1.5 kilograms
127736,
127738,1.0 quart
127739,53.0 grams
127740,250 milliliters
127743,440 pounds
127744,
127745,1.5 pounds
127746,4 fluid ounces
127748,
127749,330 milliliters
127750,0.3 micrograms
127751,0.43 fluid ounces
127752,
127753,
127755,12.0 ounces
127756,4.0 pounds
127757,500 grams
127758,
127760,
127761,44.1 pounds
127763,0.84 fluid ounces
127765,
127766,24 fluid ounces
127767,39.6 grams
127768,
127769,92 pounds
127771,0.1 pounds
127772,85 pounds
127775,0.0 grams
127777,5.0 ounces
127778,12 fluid ounces
127780,6.0 fluid ounces
127781,12.0 fluid ounces
127782,500 grams
127784,0.1 kilograms
127787,1.0 kilogram
127789,
127790,6.4 ounces
127791,
127792,35 pounds
127794,
127796,50 milliliters
127797,32 fluid ounces
127799,25.0 pounds
127800,
127801,1.5 kilograms
127803,16.85 pounds
127804,400 pounds
127806,16.0 fluid ounces
127807,1.4 ounces
127809,1.16 pounds
127810,1.5 pounds
127811,10.0 milliliters
127812,500 grams
127814,12.0 kilograms
127816,
127817,
127818,1 ounce
127819,18.165 kilograms
127820,
127822,39.25 pounds
127823,414 milliliters
127824,
127825,0.0 grams
127826,
127827,350 pounds
127829,750 milliliters
127830,30 milliliters
127831,
127833,296.0 grams
127834,70 pounds
127836,
127838,1.0 fluid ounce
127839,12.0 pounds
127840,4.0 pounds
127841,75 pounds
127842,5.1 ounces
127843,14.0 milliliters
127844,5.0 milliliters
127845,7.4 fluid ounces
127847,
127848,
127850,16 fluid ounces
127851,500 grams
127852,4.8 pounds
127854,
127855,6.0 ounces
127856,5.28 pounds
127857,750 milliliters
127858,
127859,9.0 kilograms
127861,
127862,3.3 pounds
127863,
127865,
127866,3.5 pounds
127869,1.5 kilograms
127873,10.0 milliliters
127874,14.0 ounces
127875,3.4 pounds
127876,500 grams
127879,24.0 pounds
127882,
127883,50.0 pounds
127884,
127887,1.0 fluid ounce
127888,18.0 pounds
127890,1 fluid ounce
127891,4.5 ounces
127892,
127893,
127894,0.16 ounces
127895,0.5 kilograms
127896,10.5 ounces
127897,3.5 pounds
127898,6 ounces
127899,
127900,6.6 pounds
127901,1.0 liter
127903,
127904,10.0 pounds
127905,20.0 milliliters
127906,8.5 pounds
127907,
127908,11.5 fluid ounces
127909,
127912,12.0 fluid ounces
127913,3.0 liters
127914,6.3 ounces
127915,4.0 pounds
127917,1.5 kilograms
127918,
127919,5.0 grams
127920,0.1 pounds
127922,
127923,
127924,
127926,
127927,36.0 fluid ounces
127929,5.0 fluid ounces
127930,1.0 fluid ounce
127932,12.0 fluid ounces
127933,72 pounds
127936,1.5 kilograms
127938,3.3 fluid ounces
127939,8.0 fluid ounces
127940,
127941,500 grams
127942,200 milliliters
127943,365 grams
127944,1.2 kilograms
127945,4.41 pounds
127946,1 gallon
127947,16.0 fluid ounces
127948,1.0 kilogram
127949,
127951,
127954,500 grams
127956,
127957,500 grams
127958,1.5 kilograms
127962,7.0 kilograms
127963,
127964,
127966,32 fluid ounces
127967,
127968,5.85 pounds
127969,130 grams
127970,250.0 pounds
127973,220.0 grams
127974,8 fluid ounces
127975,677.60 pounds
127977,10.9 pounds
127979,33.8 fluid ounces
127981,50.0 pounds
127984,32.0 ounces
127985,
127987,2.0 pounds
127988,5.2 pounds
127989,8.46 ounces
127991,205 grams
127992,2.2 pounds
127994,1 fluid ounce
127995,
127996,15.0 pounds
128000,
128002,12.0 ounces
128003,254.0 fluid ounces
128004,6.35 ounces
128005,
128006,
128007,
128010,
128011,
128012,28.0 ounces
128013,1.0 ounce
128015,500 pounds
128016,0.66 pounds
128017,0.5 kilograms
128020,
128021,2.5 pounds
128022,2.7 grams
128023,124 pounds
128024,12.0 milliliters
128027,
128028,50.0 grams
128029,100.0 milliliters
128030,7.7 pounds
128032,300 pounds
128035,56.3 pounds
128038,1.5 pounds
128039,1.5 pounds
128040,
128041,1.5 pounds
128042,32.0 fluid ounces
128044,
128045,16.9 fluid ounces
128046,12.0 fluid ounces
128047,5.1 pounds
128048,16.9 ounces
128049,3.4 fluid ounces
128050,8.0 fluid ounces
128051,1.5 kilograms
128052,15 milliliters
128053,16.9 fluid ounces
128054,300.0 pounds
128056,8 ounces
128057,4 ounces
128058,1.3 pounds
128060,
128061,260 grams
128062,12.0 fluid ounces
128063,1.5 pounds
